id,name,abbreviation,other_names,description,classification,parent_id,founding_date,dissolution_date,image,url,jurisdiction_code,email,address,contact,tags,source_url
00263475-6f39-4042-9e2b-ab47efcf48d1,Village of Thorsby,,,,Municipality,ocd-organization/country:ca/province:ab,,,,,CA-AB,cburke@thorsby.ca,"PO Box 297 Thorsby, AB T0C 2P0",,,http://www.servicealberta.ca/foip/directory-of-public-bodies.cfm?FUSEACTION=SearchDetails&ID=462&FROMRESULTS=true
005a0abd-0f8f-4e56-968e-137827abf11a,Lac La Biche County Library Board,,,,Public Library,ocd-organization/country:ca/province:ab,,,,,CA-AB,directorsmpl@gmail.com,"PO Box 2039 Lac La Biche, AB T0A 2C0",,,http://www.servicealberta.ca/foip/directory-of-public-bodies.cfm?FUSEACTION=SearchDetails&ID=1304&FROMRESULTS=true
00bc1135-e7b9-4e4e-9a70-897e5630449e,City of Grande Prairie,,,,Municipality,ocd-organization/country:ca/province:ab,,,,,CA-AB,acerny@cityofgp.com,"PO Bag 4000 Grande Prairie, AB T8V 6V3",,,http://www.servicealberta.ca/foip/directory-of-public-bodies.cfm?FUSEACTION=SearchDetails&ID=214&FROMRESULTS=true
00c1a0f5-49dd-478a-959a-d3318d4b3c87,Municipal District of Spirit River No. 133,,,,Municipality,ocd-organization/country:ca/province:ab,,,,,CA-AB,lgostick@mdspiritriver.ab.ca,"PO Box 389 Spirit River, AB T0H 3G0",,,http://www.servicealberta.ca/foip/directory-of-public-bodies.cfm?FUSEACTION=SearchDetails&ID=258&FROMRESULTS=true
00c935cc-c2c7-4f9d-858d-ca20eb65f905,Town of Bentley,,,,Municipality,ocd-organization/country:ca/province:ab,,,,,CA-AB,liz.bentley@telus.net,"PO Box 179 Bentley, AB T0C 0J0",,,http://www.servicealberta.ca/foip/directory-of-public-bodies.cfm?FUSEACTION=SearchDetails&ID=379&FROMRESULTS=true
00d62eba-7af9-411f-a2f3-fc5c9c75b7db,Town of Sundre,,,,Municipality,ocd-organization/country:ca/province:ab,,,,,CA-AB,anne-marie.w@sundre.com,"PO Box 420 Sundre, AB T0M 1X0",,,http://www.servicealberta.ca/foip/directory-of-public-bodies.cfm?FUSEACTION=SearchDetails&ID=358&FROMRESULTS=true
01372287-a2a6-4ce8-a462-6a525ddaf628,Municipal District of Taber,,,,Municipality,ocd-organization/country:ca/province:ab,,,,,CA-AB,bbadura@mdtaber.ab.ca,"4900B - 50 Street Taber, AB T1G 1T2",,,http://www.servicealberta.ca/foip/directory-of-public-bodies.cfm?FUSEACTION=SearchDetails&ID=259&FROMRESULTS=true
0143153c-f7ce-4709-85b6-119cf56331f6,Taber Irrigation District,,,,Irrigation District,ocd-organization/country:ca/province:ab,,,,,CA-AB,tid@telusplanet.net,"4900D - 50 Street Taber, AB T1G 1T3",,,http://www.servicealberta.ca/foip/directory-of-public-bodies.cfm?FUSEACTION=SearchDetails&ID=1665&FROMRESULTS=true
014bb3be-e25c-4b81-97d1-6b7406764963,City of Lacombe,,,,Municipality,ocd-organization/country:ca/province:ab,,,,,CA-AB,dkumar@lacombe.ca,"5432 - 56 Avenue Lacombe, AB T4L 1E9",,,http://www.servicealberta.ca/foip/directory-of-public-bodies.cfm?FUSEACTION=SearchDetails&ID=335&FROMRESULTS=true
017574e8-ac68-4a49-89d2-c4b4142ef2cf,Allen Gray Continuing Care Centre,,,,Health Care Body,ocd-organization/country:ca/province:ab,,,,,CA-AB,cambard@allengray.ab.ca,"5005 - 28 Avenue Edmonton, AB T6L 7G1",,,http://www.servicealberta.ca/foip/directory-of-public-bodies.cfm?FUSEACTION=SearchDetails&ID=173&FROMRESULTS=true
018d87eb-8a4f-45e1-ae78-fd8d199ea617,Cochrane Public Library Board,,,,Public Library,ocd-organization/country:ca/province:ab,,,,,CA-AB,david.larsen@cochranepubliclibrary.ca,"405 Railway Street W Cochrane, AB T4C 2E2",,,http://www.servicealberta.ca/foip/directory-of-public-bodies.cfm?FUSEACTION=SearchDetails&ID=1330&FROMRESULTS=true
01dfb91a-e31d-445b-b72c-9af3319b9d98,Raymond Irrigation District,,,,Irrigation District,ocd-organization/country:ca/province:ab,,,,,CA-AB,ridk@shockware.com,"PO Box 538 Raymond, AB T0K 2S0",,,http://www.servicealberta.ca/foip/directory-of-public-bodies.cfm?FUSEACTION=SearchDetails&ID=198&FROMRESULTS=true
01e54138-08b5-4d28-a3e6-ddef31c9267b,Wembley Public Library,,,,Public Library,ocd-organization/country:ca/province:ab,,,,,CA-AB,librarian@wembleypubliclibrary.ab.ca,"Box 926 Wembley, AB T0H 3S0",,,http://www.servicealberta.ca/foip/directory-of-public-bodies.cfm?FUSEACTION=SearchDetails&ID=2537&FROMRESULTS=true
02817ac5-516b-4f45-b091-03e5d55d4d02,Village of Warner,,,,Municipality,ocd-organization/country:ca/province:ab,,,,,CA-AB,vowarner@shockware.com,"PO Box 88 Warner, AB T0K 2L0",,,http://www.servicealberta.ca/foip/directory-of-public-bodies.cfm?FUSEACTION=SearchDetails&ID=440&FROMRESULTS=true
029041b7-c22a-4d60-b159-c13e1a0c6d32,Metis Settlements Child and Family Services Authority (Region 10),,,,Government - Other,ocd-organization/country:ca/province:ab,,,,,CA-AB,barb.joyner@gov.ab.ca,"12th Floor, Centre West Building 10035 - 108 Street Edmonton, AB T5J 3E1",,,http://www.servicealberta.ca/foip/directory-of-public-bodies.cfm?FUSEACTION=SearchDetails&ID=2401&FROMRESULTS=true
02a0f34e-65d7-456d-ab72-2f5149e4ce73,Northern Lights School Division No. 69,,,,School Jurisdiction,ocd-organization/country:ca/province:ab,,,,,CA-AB,joanne.kurek@nlsd.ab.ca,"6005 - 50 Avenue Bonnyville, AB T9N 2L4",,,http://www.servicealberta.ca/foip/directory-of-public-bodies.cfm?FUSEACTION=SearchDetails&ID=823&FROMRESULTS=true
02add22a-57aa-4f12-8a90-b7695f473f27,Donalda Municipal Library,,,,Public Library,ocd-organization/country:ca/province:ab,,,,,CA-AB,donaldalibrary@libs.prl.ab.ca,"PO Box 40 Donalda, AB T0B 1H0",,,http://www.servicealberta.ca/foip/directory-of-public-bodies.cfm?FUSEACTION=SearchDetails&ID=1259&FROMRESULTS=true
02ff3c6d-ff86-4b85-9341-cb3b60edc7a9,Lac La Biche County,,,,Municipality,ocd-organization/country:ca/province:ab,,,,,CA-AB,melanie.kanarek@laclabichecounty.com,"PO Box 1679 Lac La Biche, AB T0A 2C0",,,http://www.servicealberta.ca/foip/directory-of-public-bodies.cfm?FUSEACTION=SearchDetails&ID=2495&FROMRESULTS=true
0320d1b3-d250-4ab3-bbb0-f1e2898598ab,Strategic Tourism Marketing Council,,,,Government - Other,ocd-organization/country:ca/province:ab,,,,,CA-AB,foip.fintprccs@gov.ab.ca,"5th Floor Terrace Building 9515 - 107 Street Edmonton, AB T5K 2C3",,,http://www.servicealberta.ca/foip/directory-of-public-bodies.cfm?FUSEACTION=SearchDetails&ID=2052&FROMRESULTS=true
034f42f9-c88e-44be-9ae3-3f0389d257dc,Greater North Central Francophone Education Region No. 2,,,,School Jurisdiction,ocd-organization/country:ca/province:ab,,,,,CA-AB,jdevaney@centrenord.ab.ca,"Suite 301, 8627 rue Marie-Anne-Gaboury (91 Street) Edmonton, AB T6C 3N1",,,http://www.servicealberta.ca/foip/directory-of-public-bodies.cfm?FUSEACTION=SearchDetails&ID=821&FROMRESULTS=true
03555503-4add-47ba-bb95-df73ae8da543,Northern Sunrise County,,,,Municipality,ocd-organization/country:ca/province:ab,,,,,CA-AB,jsopko@northernsunrise.net,"Bag 1300 Peace River, AB T8S 1Y9",,,http://www.servicealberta.ca/foip/directory-of-public-bodies.cfm?FUSEACTION=SearchDetails&ID=245&FROMRESULTS=true
03622802-e831-40b3-9613-969735abb16c,Village of Cowley,,,,Municipality,ocd-organization/country:ca/province:ab,,,,,CA-AB,vilocow@shaw.ca,"PO Box 40 Cowley, AB T0K 1W0",,,http://www.servicealberta.ca/foip/directory-of-public-bodies.cfm?FUSEACTION=SearchDetails&ID=396&FROMRESULTS=true
03d4fb83-bbfb-4083-8ab6-810481d90286,County of Grande Prairie No. 1,,,,Municipality,ocd-organization/country:ca/province:ab,,,,,CA-AB,btansem@countygp.ab.ca,"10001 - 84 Avenue Clairmont, AB T0H 0W0",,,http://www.servicealberta.ca/foip/directory-of-public-bodies.cfm?FUSEACTION=SearchDetails&ID=220&FROMRESULTS=true
03f8721d-dbc5-4cc7-b448-ec9445eb0ddb,Village of Beiseker,,,,Municipality,ocd-organization/country:ca/province:ab,,,,,CA-AB,gpeckham@beiseker.com,"PO Box 349 Beiseker, AB T0M 0G0",,,http://www.servicealberta.ca/foip/directory-of-public-bodies.cfm?FUSEACTION=SearchDetails&ID=378&FROMRESULTS=true
04134a50-636d-4f0f-b3a8-33fa57671462,Summer Village of Grandview,,,,Municipality,ocd-organization/country:ca/province:ab,,,,,CA-AB,Sylvia.Roy@svofficepl.com,"PO Box 100 Ma-Me-O Beach, AB T0C 1X0",,,http://www.servicealberta.ca/foip/directory-of-public-bodies.cfm?FUSEACTION=SearchDetails&ID=623&FROMRESULTS=true
045377eb-7466-47bc-aa64-8b5969467d27,Rivercrest Care Centre,,,,Health Care Body,ocd-organization/country:ca/province:ab,,,,,CA-AB,mroth@citadelcarecentre.com,"25 Erin Ridge Road St. Albert, AB T5N 7K8",,,http://www.servicealberta.ca/foip/directory-of-public-bodies.cfm?FUSEACTION=SearchDetails&ID=163&FROMRESULTS=true
0466bdee-5e89-44b5-ba5d-7f3c56d51361,Rimbey Municipal Library,,,,Public Library,ocd-organization/country:ca/province:ab,,,,,CA-AB,rimbeylibrarian@libs.prl.ab.ca,"PO Box 1130 Rimbey, AB T0C 2J0",,,http://www.servicealberta.ca/foip/directory-of-public-bodies.cfm?FUSEACTION=SearchDetails&ID=1350&FROMRESULTS=true
0467bb15-7cc2-4a78-a1fb-ea79cc9f12a2,Rosemary Public Library,,,,Public Library,ocd-organization/country:ca/province:ab,,,,,CA-AB,vanessa.plett@shortgrass.ca,"PO Box 210 Rosemary, AB T0J 2W0",,,http://www.servicealberta.ca/foip/directory-of-public-bodies.cfm?FUSEACTION=SearchDetails&ID=1352&FROMRESULTS=true
0477ab17-81a2-4347-80bc-493f467c14ae,Summer Village of White Sands,,,,Municipality,ocd-organization/country:ca/province:ab,,,,,CA-AB,gswitenky@stettler.net,"PO Box 119 Stettler, AB T0C 2L0",,,http://www.servicealberta.ca/foip/directory-of-public-bodies.cfm?FUSEACTION=SearchDetails&ID=291&FROMRESULTS=true
049cb7a5-d63b-46fb-9a97-dee362f08737,AlbertaUtilities Commission,,,,Government - Other,ocd-organization/country:ca/province:ab,,,,,CA-AB,Holly.Lee@auc.ab.ca,"#400, 425 - 1 St. SW Calgary, AB T2P 3L8",,,http://www.servicealberta.ca/foip/directory-of-public-bodies.cfm?FUSEACTION=SearchDetails&ID=2500&FROMRESULTS=true
04bb5248-ef89-4761-84b9-c110ead0916c,New Sarepta Public Library,,,,Public Library,ocd-organization/country:ca/province:ab,,,,,CA-AB,newsareptalibrary@yrl.ab.ca,"PO Box 147 New Sarepta, AB T0B 3M0",,,http://www.servicealberta.ca/foip/directory-of-public-bodies.cfm?FUSEACTION=SearchDetails&ID=1331&FROMRESULTS=true
04bc92aa-6fcf-43ed-9940-a7c70f9407fb,Stettler Public Library,,,,Public Library,ocd-organization/country:ca/province:ab,,,,,CA-AB,spl@libs.prl.ab.ca,"2nd Floor, 6202 - 44 Avenue Stettler, AB T0C 2L1",,,http://www.servicealberta.ca/foip/directory-of-public-bodies.cfm?FUSEACTION=SearchDetails&ID=1369&FROMRESULTS=true
05582bf1-1158-41a7-b6f8-9af406188fb6,Stony Plain Public Library,,,,Public Library,ocd-organization/country:ca/province:ab,,,,,CA-AB,tamarav@stonyplainlibrary.org,"Suite 112, 4613 - 52 Avenue Stony Plain, AB T7Z 1E7",,,http://www.servicealberta.ca/foip/directory-of-public-bodies.cfm?FUSEACTION=SearchDetails&ID=1370&FROMRESULTS=true
0566bf02-7c2f-43d2-a68b-e59320968e25,Municipal District of Bighorn No. 8,,,,Municipality,ocd-organization/country:ca/province:ab,,,,,CA-AB,natalie.germann@mdbighorn.ca,"PO Box 310 Exshaw, AB T0L 2C0",,,http://www.servicealberta.ca/foip/directory-of-public-bodies.cfm?FUSEACTION=SearchDetails&ID=241&FROMRESULTS=true
061d90f3-8f1f-4a08-9a44-9d970ec7a4b6,Bentley Municipal Library,,,,Public Library,ocd-organization/country:ca/province:ab,,,,,CA-AB,bentleylibrary@libs.prl.ab.ca,"PO Box 361 Bentley, AB T0C 0J0",,,http://www.servicealberta.ca/foip/directory-of-public-bodies.cfm?FUSEACTION=SearchDetails&ID=1217&FROMRESULTS=true
06a50a43-3941-447e-95af-1b84c49a0143,County of Lethbridge,,,,Municipality,ocd-organization/country:ca/province:ab,,,,,CA-AB,dshigematsu@lethcounty.ca,"Suite 100, 905 - 4 Avenue S Lethbridge, AB T1J 4E4",,,http://www.servicealberta.ca/foip/directory-of-public-bodies.cfm?FUSEACTION=SearchDetails&ID=222&FROMRESULTS=true
06bcc417-69b0-4749-8828-c9268f4408ee,Town of Hardisty,,,,Municipality,ocd-organization/country:ca/province:ab,,,,,CA-AB,sandy@hardisty.ca,"PO Box 10 Hardisty, AB T0B 1V0",,,http://www.servicealberta.ca/foip/directory-of-public-bodies.cfm?FUSEACTION=SearchDetails&ID=329&FROMRESULTS=true
06f8f1e2-9812-4d36-b0ef-b20d3e249026,The Evergreens Foundation,,,,Housing Management Body,ocd-organization/country:ca/province:ab,,,,,CA-AB,tina.eg@telus.net,"102 Government Road Hinton, AB T7V 2A6",,,http://www.servicealberta.ca/foip/directory-of-public-bodies.cfm?FUSEACTION=SearchDetails&ID=1055&FROMRESULTS=true
070ad9cf-2976-4a91-9f4e-92ba8cf00c50,University of Calgary,,,,Post-Secondary Institution,ocd-organization/country:ca/province:ab,,,,,CA-AB,munngafu@ucalgary.ca,"Administrative Building 2500 University Drive NW Calgary, AB T2N 1N4",,,http://www.servicealberta.ca/foip/directory-of-public-bodies.cfm?FUSEACTION=SearchDetails&ID=764&FROMRESULTS=true
070f8806-a12b-495c-8c20-4faf2a7d3c5f,Northeast Alberta Child and Family Services Authority (Region 9),,,,Government - Other,ocd-organization/country:ca/province:ab,,,,,CA-AB,barb.joyner@gov.ab.ca,"12th Floor, Centre West Building 10035 - 108 Street Edmonton, AB T5J 3E1",,,http://www.servicealberta.ca/foip/directory-of-public-bodies.cfm?FUSEACTION=SearchDetails&ID=2400&FROMRESULTS=true
072cc033-bc9f-4fdd-93e3-0ef1e140c155,City of Camrose,,,,Municipality,ocd-organization/country:ca/province:ab,,,,,CA-AB,kisaak@camrose.ca,"5204 - 50 Avenue Camrose, AB T4V 0S8",,,http://www.servicealberta.ca/foip/directory-of-public-bodies.cfm?FUSEACTION=SearchDetails&ID=576&FROMRESULTS=true
