id,name,abbreviation,other_names,description,classification,parent_id,founding_date,dissolution_date,image,url,jurisdiction_code,email,address,contact,tags,source_url
07d569ed-9b58-4648-899b-278206e26963,"Environment, Labour and Justice",,,,,ocd-organization/country:ca/province:pe,,,,,CA-PE,,,,,
161b43de-56ff-4622-8bb7-5eba21fe26b5,Prince Edward Island Liquor Control Commission,,,,,ocd-organization/country:ca/province:pe,,,,,CA-PE,,,,,
1cd2c0b6-d637-4912-9f13-b7383019e8dc,Prince Edward Island Human Rights Commission,,,,,ocd-organization/country:ca/province:pe,,,,,CA-PE,,,,,
4122b3f0-05b9-45b7-8570-c332bca1f4ec,Commission scolaire de langue française,,,,,ocd-organization/country:ca/province:pe,,,,,CA-PE,,,,,
4f00643b-832b-4b59-ba4e-ec5023702891,Tourism and Culture,,,,,ocd-organization/country:ca/province:pe,,,,,CA-PE,,,,,
53d35986-f0a4-4981-8a71-36c56b505ddb,Fathers of Confederation Buildings Trust,,,,,ocd-organization/country:ca/province:pe,,,,,CA-PE,,,,,
5c4e613d-adc4-4608-9615-62a60b4c6a29,Community Services and Seniors ,,,,,ocd-organization/country:ca/province:pe,,,,,CA-PE,,,,,
689daa36-4098-42c2-a231-9faa03688d39,Transportation and Infrastructure Renewal,,,,,ocd-organization/country:ca/province:pe,,,,,CA-PE,,,,,
7aa98aee-6729-4f77-9229-3d709e51e898,Workers Compensation Board of Prince Edward Island,,,,,ocd-organization/country:ca/province:pe,,,,,CA-PE,,,,,
8174843f-29a6-419c-9e13-e0265feca346,Education and Early Childhood Development,,,,,ocd-organization/country:ca/province:pe,,,,,CA-PE,,,,,
c0158bf4-c80c-4b19-b261-a6cef294dc6b,Agriculture and Forestry,,,,,ocd-organization/country:ca/province:pe,,,,,CA-PE,,,,,
c0d5d8a8-669a-4c3a-85a4-59fb9a4c466d,Prince Edward Island Public Service Commission,,,,,ocd-organization/country:ca/province:pe,,,,,CA-PE,,,,,
f0cd5fbe-9fa6-4fed-a955-82c9df040b3b,Office of the Police Commissioner,,,,,ocd-organization/country:ca/province:pe,,,,,CA-PE,,,,,
fef97981-7e25-42a2-ae6b-7feb330f7afd,Executive Council Office,,,,,ocd-organization/country:ca/province:pe,,,,,CA-PE,,,,,
85d380f5-57f4-451b-92be-0f7c3d9c2474,English Language School Board,,,,,ocd-organization/country:ca/province:pe,,,,,CA-PE,,,,,
7a720f15-b8df-4fd7-9a8b-ab9ab6ea6d8a,Island Regulatory and Appeals Commission,,,,,ocd-organization/country:ca/province:pe,,,,,CA-PE,,,,,
5595256a-4f98-4244-a99c-98cbeb5b6b47,Innovation and Advanced Learning,,,,,ocd-organization/country:ca/province:pe,,,,,CA-PE,,,,,
e4316ec3-eb66-43de-b10b-625a298bceb5,"Fisheries, Aquaculture and Rural Development",,,,,ocd-organization/country:ca/province:pe,,,,,CA-PE,,,,,
3e8f0c03-8824-4fe5-a6ce-c2b24dcea3c8,Health and Wellness,,,,,ocd-organization/country:ca/province:pe,,,,,CA-PE,,,,,
07d1f712-d650-4df5-9ac0-0c131f2ffdc9,Health PEI,,,,,ocd-organization/country:ca/province:pe,,,,,CA-PE,,,,,
6507b88a-b0cb-458b-8a58-df2143f5f3e3,"Finance, Energy and Municipal Affairs",,,,,ocd-organization/country:ca/province:pe,,,,,CA-PE,,,,,
61115a0a-ef9b-47fc-861c-eb2cc0554e0c,Workers Compensation Board of Prince Edward Island Appeal Tribunal,,,,,ocd-organization/country:ca/province:pe,,,,,CA-PE,,,,,
3a1b33a9-9108-4ddc-ac72-4002bc49d0e2,Office of the Premier,,,,,ocd-organization/country:ca/province:pe,,,,,CA-PE,,,,,
167d9cc6-fc0a-42d5-8f7a-4567ee608d7c,Island Waste Management Corporation,,,,,ocd-organization/country:ca/province:pe,,,,,CA-PE,,,,,
